Run   obj.function   <kb>          <kn>          <mlt>         <sn0>         <gw0>         <st0>         <CN1>         <CN2>         <ss1>         <ss2>         <kh>          
34    4.124442E+05  5.415522E-02  8.161610E-02  2.500213E+00  3.479652E+00  5.461231E+00  4.156294E+02  6.460876E+01  6.171007E+01  1.716754E+01  9.246693E+00  1.075294E+00  
35    3.366936E+03  1.673516E-01  2.126612E-01  2.500213E+00  3.479652E+00  5.461231E+00  5.657662E+00  6.460876E+01  6.171007E+01  1.716754E+01  9.246693E+00  1.075294E+00  
36    7.436631E+04  5.415522E-02  2.126612E-01  2.500213E+00  3.479652E+00  7.961215E+01  8.490692E+01  6.460876E+01  6.171007E+01  1.716754E+01  9.246693E+00  1.075294E+00  
37    9.428701E+05  5.415522E-02  2.506936E-01  2.500213E+00  3.479652E+00  5.461231E+00  3.414972E+02  6.460876E+01  6.171007E+01  1.716754E+01  9.246693E+00  1.075294E+00  
38    3.749429E+03  5.415522E-02  2.126612E-01  2.763502E+00  6.310496E-01  5.461231E+00  5.657662E+00  5.162624E+01  6.171007E+01  1.303045E+01  9.246693E+00  1.075294E+00  
39    4.779160E+05  5.415522E-02  2.749834E-01  2.500213E+00  3.479652E+00  2.733526E+02  1.651454E+02  6.682899E+01  6.171007E+01  1.716754E+01  9.246693E+00  1.075294E+00  
40    3.857062E+05  5.415522E-02  3.456760E-01  2.500213E+00  3.479652E+00  5.564724E+00  1.773182E+02  8.034756E+01  8.605522E+01  1.716754E+01  9.246693E+00  1.075294E+00  
41    4.797122E+03  5.415522E-02  3.456760E-01  2.473915E+00  1.603475E+01  5.564724E+00  5.657662E+00  7.191265E+01  8.195265E+01  1.716754E+01  9.246693E+00  1.075294E+00  
42    8.382391E+04  5.415522E-02  3.456760E-01  2.571007E+00  3.479652E+00  2.355540E+02  5.657662E+00  7.191265E+01  8.605522E+01  2.202351E+01  9.246693E+00  1.075294E+00  
43    3.622814E+03  3.133770E-01  3.456760E-01  2.500213E+00  3.479652E+00  5.564724E+00  5.657662E+00  5.077552E+01  8.605522E+01  1.617404E+01  9.246693E+00  1.075294E+00  
44    1.446605E+04  5.415522E-02  3.456760E-01  2.500213E+00  3.305455E+01  5.564724E+00  5.657662E+00  7.191265E+01  8.605522E+01  1.617404E+01  9.246693E+00  1.075294E+00  
45    3.877679E+05  5.415522E-02  2.947716E-01  2.500213E+00  3.479652E+00  4.941984E+01  1.891775E+02  7.191265E+01  8.605522E+01  2.365135E+01  9.246693E+00  1.278115E+00  
46    1.255703E+05  5.415522E-02  3.456760E-01  2.500213E+00  3.711202E+01  2.398662E+02  5.657662E+00  7.191265E+01  8.605522E+01  1.617404E+01  9.246693E+00  1.060186E+00  
47    1.529221E+05  5.415522E-02  3.203104E-01  4.991477E-01  3.479652E+00  5.564724E+00  1.177833E+02  7.191265E+01  8.605522E+01  1.617404E+01  9.246693E+00  1.075294E+00  
48    4.496823E+03  5.415522E-02  3.030287E-02  1.003111E+00  3.479652E+00  5.564724E+00  5.657662E+00  7.191265E+01  8.605522E+01  1.667936E+01  7.602201E+00  1.075294E+00  
49    2.024423E+03  3.647776E-02  3.203104E-01  1.003111E+00  3.479652E+00  5.564724E+00  5.657662E+00  7.191265E+01  8.605522E+01  1.617404E+01  7.602201E+00  1.075294E+00  
50    1.912939E+03  5.415522E-02  3.203104E-01  4.079965E-01  3.479652E+00  5.564724E+00  5.657662E+00  7.191265E+01  8.605522E+01  1.617404E+01  5.083205E+00  1.075294E+00  
51    3.500483E+03  5.415522E-02  3.203104E-01  4.079965E-01  3.479652E+00  5.564724E+00  1.160416E+01  5.946665E+01  8.663922E+01  8.151740E+00  7.602201E+00  1.075294E+00  
52    7.024050E+05  5.415522E-02  3.203104E-01  1.190910E-01  3.479652E+00  5.564724E+00  2.546163E+02  7.191265E+01  8.605522E+01  1.617404E+01  7.602201E+00  1.075294E+00  
53    2.592907E+03  2.701945E-01  2.710801E-01  1.190910E-01  3.479652E+00  5.564724E+00  5.657662E+00  7.191265E+01  8.605522E+01  1.165873E+01  7.602201E+00  1.075294E+00  
54    8.667721E+04  5.415522E-02  4.304275E-01  1.190910E-01  1.336514E+00  2.420931E+02  5.657662E+00  7.191265E+01  8.605522E+01  1.617404E+01  7.602201E+00  1.051891E+00  
55    2.276111E+03  5.415522E-02  3.203104E-01  1.190910E-01  1.165996E+01  5.564724E+00  5.657662E+00  7.191265E+01  8.605522E+01  1.617404E+01  7.602201E+00  1.436144E+00  
56    1.785780E+03  5.415522E-02  3.203104E-01  1.190910E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.191265E+01  8.820736E+01  1.617404E+01  7.602201E+00  1.046942E+00  
57    1.799514E+03  5.415522E-02  3.203104E-01  1.190910E-01  1.745122E+00  5.564724E+00  5.657662E+00  7.191265E+01  8.820736E+01  1.617404E+01  7.602201E+00  1.046942E+00  
58    1.923792E+03  1.656034E-01  4.519203E-01  1.190910E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.531393E+01  8.820736E+01  1.617404E+01  7.602201E+00  1.000803E+00  
59    1.483352E+03  5.415522E-02  4.519203E-01  1.190910E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.531393E+01  8.820736E+01  1.198153E+01  7.602201E+00  1.000803E+00  
60    1.557276E+03  5.415522E-02  4.519203E-01  1.190910E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.531393E+01  8.820736E+01  1.830802E+01  7.602201E+00  1.000803E+00  
61    1.790797E+03  5.415522E-02  4.519203E-01  4.944030E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.531393E+01  9.817864E+01  1.182250E+01  7.602201E+00  1.006635E+00  
62    2.706188E+03  5.415522E-02  1.489077E-01  1.190910E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.601442E+01  8.820736E+01  1.182250E+01  1.121659E+01  1.006635E+00  
63    1.046810E+06  5.415522E-02  4.519203E-01  1.190910E-01  1.336514E+00  5.564724E+00  2.515211E+02  7.531393E+01  8.820736E+01  1.182250E+01  7.602201E+00  1.011419E+00  
64    2.254349E+03  2.868021E-01  4.519203E-01  1.190910E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.531393E+01  8.820736E+01  1.182250E+01  7.602201E+00  1.011419E+00  
65    1.681245E+03  5.415522E-02  5.765863E-01  1.190910E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.531393E+01  8.820736E+01  1.182250E+01  7.602201E+00  1.011419E+00  
66    1.479758E+03  5.415522E-02  4.519203E-01  1.190910E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.531393E+01  8.800939E+01  1.182250E+01  7.602201E+00  1.011419E+00  
67    1.522977E+03  5.415522E-02  4.519203E-01  1.190910E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.136788E+01  8.800939E+01  1.182250E+01  7.602201E+00  1.011419E+00  
68    1.573557E+03  3.960973E-02  4.519203E-01  5.229430E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.531393E+01  8.800939E+01  1.182250E+01  7.602201E+00  1.011419E+00  
69    1.454677E+03  3.960973E-02  4.519203E-01  1.190910E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.531393E+01  8.389621E+01  1.182250E+01  7.602201E+00  1.011419E+00  
70    1.881870E+03  3.960973E-02  4.519203E-01  1.190910E-01  1.336514E+00  5.564724E+00  5.657662E+00  6.259310E+01  8.446667E+01  1.182250E+01  7.602201E+00  1.011419E+00  
71    2.435694E+03  3.960973E-02  4.519203E-01  1.190910E-01  1.336514E+00  3.107029E+01  5.657662E+00  7.531393E+01  8.446667E+01  1.182250E+01  7.602201E+00  1.011419E+00  
72    1.451672E+03  3.960973E-02  4.519203E-01  1.190910E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.531393E+01  8.479380E+01  1.182250E+01  7.602201E+00  1.011419E+00  
73    1.449483E+03  4.347264E-02  4.519203E-01  1.190910E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.531393E+01  8.446667E+01  1.051909E+01  7.602201E+00  1.011419E+00  
74    1.471413E+03  3.960973E-02  4.519203E-01  1.190910E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.531393E+01  8.446667E+01  1.051909E+01  1.013045E+01  1.011419E+00  
75    8.571197E+03  3.960973E-02  4.519203E-01  1.190910E-01  1.336514E+00  8.270788E+01  5.657662E+00  7.531393E+01  8.446667E+01  4.594342E+00  7.602201E+00  1.011419E+00  
76    1.653716E+03  3.960973E-02  4.647340E-01  8.506308E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.531393E+01  8.446667E+01  4.594342E+00  7.602201E+00  1.011419E+00  
77    1.362137E+03  3.960973E-02  4.647340E-01  1.190910E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.137300E+01  8.446667E+01  4.594342E+00  7.602201E+00  1.016405E+00  
78    1.683515E+03  3.960973E-02  4.647340E-01  8.620425E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.137300E+01  8.446667E+01  4.594342E+00  7.602201E+00  9.029842E-01  
79    1.820177E+05  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  4.094231E+02  5.657662E+00  8.137300E+01  8.446667E+01  4.594342E+00  7.602201E+00  1.011419E+00  
80    1.587915E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.841730E+01  8.446667E+01  4.594342E+00  7.602201E+00  9.302750E-01  
81    1.451555E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.137300E+01  8.446667E+01  3.671353E+00  1.628056E+01  1.011419E+00  
82    1.396443E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.137300E+01  8.446667E+01  3.671353E+00  7.602201E+00  1.501921E+00  
83    2.051500E+03  2.815565E-01  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.137300E+01  8.423528E+01  3.671353E+00  7.602201E+00  1.131127E+00  
84    1.337251E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.146089E+01  8.423528E+01  3.671353E+00  7.602201E+00  1.131127E+00  
85    1.488018E+03  9.795104E-03  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.137300E+01  8.423528E+01  3.671353E+00  9.284974E-01  1.131127E+00  
86    1.318801E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.137300E+01  8.466634E+01  3.671353E+00  9.284974E-01  1.131127E+00  
87    1.324248E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.137300E+01  8.423528E+01  5.802142E+00  9.284974E-01  1.131127E+00  
88    1.319239E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.137300E+01  8.423528E+01  7.634960E-01  3.751570E+00  1.131127E+00  
89    6.432471E+05  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  1.941181E+02  8.137300E+01  8.423528E+01  5.066134E-01  1.261041E+00  1.131127E+00  
90    1.322510E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.137300E+01  8.423528E+01  5.066134E-01  5.339687E+00  1.131127E+00  
91    1.481187E+03  3.960973E-02  4.647340E-01  4.300230E-02  1.336514E+00  5.564724E+00  5.657662E+00  8.137300E+01  8.423528E+01  5.066134E-01  9.284974E-01  1.131127E+00  
92    1.791922E+03  3.960973E-02  4.482452E-01  1.425077E-01  2.374921E+01  5.564724E+00  5.657662E+00  7.691482E+01  8.423528E+01  5.066134E-01  9.284974E-01  1.131127E+00  
93    1.346222E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.137300E+01  8.423528E+01  5.066134E-01  9.284974E-01  9.061833E-01  
94    1.781800E+05  4.444968E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  1.021663E+02  8.137300E+01  8.423528E+01  5.066134E-01  9.284974E-01  1.131127E+00  
95    1.309387E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.362995E+01  8.423528E+01  5.066134E-01  9.284974E-01  1.127928E+00  
96    1.317594E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.362995E+01  7.925733E+01  5.066134E-01  9.284974E-01  1.127928E+00  
97    3.849764E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  1.370931E+01  8.362995E+01  8.423528E+01  5.066134E-01  9.284974E-01  1.127928E+00  
98    2.535034E+03  5.088285E-01  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.362995E+01  8.423528E+01  5.066134E-01  9.284974E-01  1.127928E+00  
99    1.323245E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.077215E+01  8.423528E+01  5.066134E-01  9.284974E-01  1.127928E+00  
100   1.285377E+03  3.960973E-02  4.184595E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.362995E+01  8.423528E+01  5.066134E-01  9.284974E-01  1.127928E+00  
101   1.419744E+03  3.960973E-02  4.184595E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.362995E+01  6.781149E+01  2.494080E+00  9.284974E-01  1.127928E+00  
102   1.285750E+03  3.960973E-02  4.184595E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.362995E+01  8.423528E+01  3.180729E-01  9.284974E-01  1.088903E+00  
103   1.286086E+03  3.960973E-02  4.184595E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.362995E+01  8.423528E+01  3.180729E-01  9.284974E-01  1.160275E+00  
104   7.606386E+05  3.960973E-02  4.184595E-01  1.425077E-01  1.336514E+00  5.564724E+00  2.258287E+02  8.362995E+01  8.423528E+01  3.180729E-01  9.284974E-01  1.127928E+00  
105   1.288265E+03  3.960973E-02  4.184595E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.362995E+01  8.423528E+01  2.532810E-01  9.284974E-01  1.195850E+00  
106   1.313085E+03  3.960973E-02  4.184595E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.362995E+01  8.423528E+01  2.532810E-01  9.116653E+00  1.127928E+00  
107   1.381887E+03  3.960973E-02  4.184595E-01  6.265375E-02  1.336514E+00  5.564724E+00  5.657662E+00  8.362995E+01  8.423528E+01  2.532810E-01  9.284974E-01  1.127928E+00  
108   1.595935E+03  3.960973E-02  4.184595E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.362995E+01  9.844980E+01  2.532810E-01  9.284974E-01  1.127928E+00  
109   1.330992E+03  3.960973E-02  4.184595E-01  2.195643E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.362995E+01  8.423528E+01  2.532810E-01  9.284974E-01  1.127928E+00  
110   1.270802E+03  3.960973E-02  4.184595E-01  1.425077E-01  1.336514E+00  1.715742E+00  5.657662E+00  8.362995E+01  8.423528E+01  2.532810E-01  9.284974E-01  1.127928E+00  
111   1.297893E+03  3.960973E-02  4.184595E-01  1.425077E-01  4.343241E+00  1.715742E+00  5.657662E+00  8.362995E+01  8.423528E+01  2.532810E-01  9.284974E-01  1.127928E+00  
112   5.155033E+03  3.960973E-02  9.974431E-01  1.425077E-01  1.336514E+00  1.715742E+00  5.657662E+00  8.362995E+01  8.423528E+01  2.532810E-01  9.284974E-01  1.127928E+00  
113   1.272887E+03  3.960973E-02  4.184595E-01  1.425077E-01  1.336514E+00  1.715742E+00  5.657662E+00  8.362995E+01  8.423528E+01  2.532810E-01  1.044993E+00  1.047158E+00  
114   1.270883E+03  3.960973E-02  4.184595E-01  1.425077E-01  1.336514E+00  1.715742E+00  5.657662E+00  8.362995E+01  8.423528E+01  2.532810E-01  4.332078E-01  1.127928E+00  
115   1.460508E+03  3.960973E-02  4.184595E-01  1.425077E-01  1.336514E+00  1.715742E+00  5.657662E+00  7.500030E+01  8.423528E+01  2.532810E-01  1.208504E+00  1.127928E+00  
116   1.136965E+06  3.960973E-02  4.184595E-01  1.425077E-01  1.336514E+00  1.715742E+00  2.763575E+02  8.438929E+01  8.423528E+01  2.532810E-01  1.208504E+00  1.127928E+00  
